id,kepid,koi_name,kepler_name,disposition,pdisposition,score,period,radius_planet,temp_planet_eq,insolation,duration,depth,model_snr,temp_star_eq,radius_star,mag_star,ra,dec,star_type
5362,3231120,K03643.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.900109346,40.37,1160.0,427.83,3.9037,126190.0,448.0,5791.0,0.969,16.597,290.34445,38.377071,Sun-like
5365,10735331,K03720.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,213.3990406,35.2,468.0,11.32,6.5043,13930.0,370.9,6960.0,1.83,13.381,293.49066,48.095371,White
5369,11200405,K03724.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.022,4.639602084,19.96,1285.0,643.95,3.4636,25079.0,131.0,6078.0,1.194,16.803,296.35413,48.863621,White
5370,5475736,K03798.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.991885335,3.94,1209.0,505.77,7.4319,1356.9,160.2,5750.0,0.839,14.011,298.57819,40.67548,Sun-like
5371,9049673,K03799.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.327471395,7.08,1395.0,892.4,5.2334,5673.8,218.7,5232.0,0.777,15.818,299.81671,45.332821,Sun-like
5374,8827930,K03801.01,Unnamed,CANDIDATE,CANDIDATE,0.99,288.3128666,13.21,300.0,1.93,5.419,11181.0,96.8,5672.0,1.22,15.999,295.20694,45.09819,Sun-like
5375,5020044,K03802.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.119100054,34.34,1571.0,1435.29,8.2163,1651.1,195.7,6292.0,1.078,13.835,294.30585,40.193779,White
5376,11560037,K03874.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.466535757,4.28,1671.0,1849.31,0.8222,1346.4,86.1,5888.0,1.02,15.446,292.35748,49.514511,Sun-like
5378,3440118,K03876.01,Unnamed,CANDIDATE,CANDIDATE,1.0,19.57783279,1.96,621.0,35.14,1.9857,432.6,37.2,5620.0,0.884,12.624,290.44067,38.52356,Sun-like
5379,9159265,K03877.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.04476607,15.7,1126.0,379.01,9.568,272.6,67.0,5627.0,0.818,14.506,293.68225,45.511398,Sun-like
5380,4472818,K03878.01,Kepler-1524 b,CONFIRMED,CANDIDATE,0.982,70.9672087,2.84,438.0,8.66,6.9623,784.7,69.3,5818.0,0.986,12.72,293.88541,39.51981,Sun-like
5382,6531496,K03646.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,14.323889947,45.93,720.0,63.62,4.83729,69072.0,834.3,5853.0,0.895,16.095,294.59052,41.94651,Sun-like
5384,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,1.0,105.6552651,4.22,407.0,6.51,9.39,1366.9,42.3,5741.0,1.136,15.356,294.61365,45.984619,Sun-like
5385,3097352,K03648.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.029803201,47.58,1233.0,545.64,4.4301,191070.0,352.3,6024.0,1.078,16.936,285.68704,38.26115,White
5387,6508221,K00416.03,Unnamed,CANDIDATE,CANDIDATE,0.981,9.74765878,0.78,679.0,50.3,2.62,102.0,11.6,5176.0,0.738,14.29,286.86548,41.989079,Orange
5388,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,1.0,3.18899015,0.98,1309.0,693.65,2.722,66.2,18.4,5700.0,1.176,13.351,288.64627,50.788979,Sun-like
5389,6952971,K07798.01,Unnamed,CANDIDATE,CANDIDATE,0.475,309.89103,2.15,314.0,2.3,16.4,321.3,10.7,6450.0,1.155,14.706,293.17212,42.483238,White
5391,6973796,K03726.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,115.9943364,13.66,265.0,1.16,2.4136,37571.0,102.4,4530.0,0.735,15.852,298.12396,42.403172,Orange
5396,5305471,K03806.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,161.252247,4.49,303.0,2.0,23.467,2185.9,84.1,5555.0,0.811,14.178,298.94366,40.40519,Sun-like
5399,8211824,K03881.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,0.84112187,39.34,1514.0,1240.91,2.0431,75070.0,89.7,5048.0,0.707,16.055,281.7446,44.16964,Orange
5409,9674592,K03729.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.87366398,12.01,859.0,128.52,7.0845,9766.9,143.2,5662.0,0.805,15.933,300.41293,46.380669,Sun-like
5412,5650314,K03731.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.086,1.070272827,28.73,1224.0,528.52,4.2844,9886.5,284.0,4628.0,0.653,15.926,299.17062,40.871059,Orange
5416,3851949,K03808.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.006,54.77145968,34.32,777.0,86.12,37.1871,7224.8,751.1,5145.0,3.866,13.939,291.90335,38.925861,Orange
5418,5769943,K03810.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.013774136,18.59,827.0,110.51,1.2774,33878.0,166.8,3644.0,0.389,16.758,283.7504,41.08601,Red Dwarf
5419,2994092,K06301.01,Unnamed,CANDIDATE,CANDIDATE,0.789,50.271927,2.94,589.0,28.51,6.073,574.5,9.3,6520.0,1.215,15.923,292.40063,38.134579,White
5420,4638237,K03811.01,Unnamed,CANDIDATE,CANDIDATE,0.996,290.1401717,11.58,304.0,2.02,2.1583,4836.0,69.1,5631.0,1.263,13.906,286.15311,39.714901,Sun-like
5421,9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,1.0,161.515617,2.88,211.0,0.47,6.548,2215.3,25.2,4243.0,0.641,15.561,295.25116,45.842972,Orange
5422,4579313,K03884.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.112405306,19.01,1225.0,533.2,2.5845,489.0,42.2,5562.0,0.756,14.811,296.05884,39.613579,Sun-like
5423,11614528,K03885.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.870990236,26.1,1668.0,1824.38,1.8432,642.6,37.4,6384.0,1.086,15.546,293.84235,49.66206,White
5425,6590307,K07787.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33253834,0.64,1453.0,1051.03,3.737,62.4,9.7,5520.0,0.818,15.627,286.43134,42.098339,Sun-like
5429,5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,0.636,14.8444836,2.49,1092.0,336.06,6.091,177.9,10.5,6642.0,1.846,12.345,295.93347,40.300571,White
5430,1575690,K03658.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.252417903,27.09,782.0,88.43,1.9767,32296.0,129.5,3979.0,0.544,15.625,291.8819,37.18911,Orange
5432,4386047,K03659.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.900613144,38.63,1289.0,650.9,3.7357,165480.0,617.7,5977.0,0.931,16.943,296.43033,39.443489,Sun-like
5433,5103998,K03660.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,174.7697122,38.79,294.0,1.77,2.3569,68139.0,100.4,5704.0,0.804,15.549,293.15765,40.262711,Sun-like
5435,12154526,K02004.03,Unnamed,CANDIDATE,CANDIDATE,0.873,1.72110057,0.7,1607.0,1575.2,1.922,29.7,9.3,5700.0,1.176,13.351,288.64627,50.788979,Sun-like
5441,5386904,K03813.01,Unnamed,CANDIDATE,CANDIDATE,1.0,4.8591441,6.9,1303.0,681.41,3.8588,2183.6,81.6,6586.0,1.207,14.113,297.94922,40.530708,White
5444,6507433,K03815.01,Unnamed,CANDIDATE,CANDIDATE,1.0,4.7425521,7.27,1159.0,426.49,1.11,3583.0,10.9,6161.0,1.053,15.432,286.50876,41.922741,White
5445,8260198,K03888.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.955297055,18.16,1550.0,1367.42,1.7405,846.1,67.3,5319.0,0.734,15.45,299.78207,44.19981,Sun-like
5446,10733174,K03889.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,280.476576,3.16,268.0,1.22,32.24,651.2,38.7,5869.0,0.892,13.608,292.61954,48.081478,Sun-like
5447,8564976,K03890.01,Unnamed,CANDIDATE,CANDIDATE,1.0,152.8255989,34.85,734.0,68.47,22.688,2173.5,98.9,4991.0,7.506,13.226,293.77213,44.63847,Orange
5448,11760860,K03892.01,Kepler-1525 b,CONFIRMED,CANDIDATE,1.0,2.41660149,0.92,1343.0,770.05,1.9699,83.6,33.7,5705.0,1.026,12.737,290.55951,49.943008,Sun-like
5449,7910148,K03661.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.252082243,33.14,1064.0,303.48,2.7543,8290.5,254.8,5802.0,0.794,15.286,297.64441,43.632172,Sun-like
5451,12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,0.963,282.5253558,8.98,264.0,1.15,10.7965,9746.4,696.0,5725.0,0.913,12.62,289.76361,51.962601,Sun-like
5453,7812175,K03665.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,17.79391159,33.3,697.0,55.88,4.3194,93395.0,247.0,5780.0,1.0,16.328,288.02426,43.545841,Sun-like
5459,8780959,K03741.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,18.577903,1.36,879.0,140.97,20.11,99.8,6.6,6432.0,1.345,13.306,300.33237,44.986141,White
5461,8453214,K01776.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.77676732,26.2,670.0,47.55,6.822,5794.8,74.1,4401.0,0.645,15.466,298.80362,44.4174,Orange
5462,8552719,K01792.01,Kepler-953 b,CONFIRMED,CANDIDATE,0.927,88.40678718,4.55,410.0,6.65,12.3079,1724.4,328.0,5611.0,1.073,12.16,288.97165,44.624531,Sun-like
5463,8556077,K02027.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.635723653,1.23,1478.0,1126.72,2.1862,80.0,43.1,6422.0,1.295,11.826,290.33813,44.60387,White
5464,8625821,K01859.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,45.3968385,21.23,437.0,8.62,4.477,1355.2,38.9,5649.0,0.705,15.024,292.17706,44.786598,Sun-like
5465,8652999,K01953.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,15.160166,2.09,821.0,107.59,5.856,307.9,26.1,5940.0,1.191,13.59,300.39197,44.780041,Sun-like
5466,12164770,K02088.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.63009438,25.55,1480.0,1135.97,11.226,388.9,69.4,6338.0,1.091,14.651,294.39557,50.719589,White
5467,9541322,K02089.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,9.40527028,25.39,938.0,182.72,2.076,470.9,20.7,6347.0,0.996,14.685,297.33582,46.15099,White
5468,10470616,K02112.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.15713766,1.17,1401.0,908.82,1.808,77.0,9.2,6470.0,1.324,12.28,291.96689,47.698456,White
5469,10362031,K02118.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.015,3.2136904,1.22,1591.0,1515.7,2.205,55.8,19.2,6184.0,1.579,12.618,299.26431,47.491791,White
5470,6373680,K02127.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.87066026,1.72,1196.0,484.17,1.541,450.8,13.2,5910.0,0.796,15.413,294.74448,41.749962,Sun-like
5474,5385575,K03965.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.425580393,21.34,563.0,23.83,57.2012,1131.0,58.8,4594.0,0.743,14.652,297.61902,40.568062,Orange
5475,3732035,K03966.01,Kepler-1535 b,CONFIRMED,CANDIDATE,0.994,138.944022,2.57,384.0,5.13,10.611,530.2,28.0,6014.0,1.115,14.208,286.61371,38.891972,White
5476,5385697,K03967.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4260454,2.64,706.0,58.88,27.7691,582.1,55.7,5645.0,0.817,15.604,297.64737,40.536461,Sun-like
5477,5385697,K03967.02,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4260002,2.39,706.0,58.88,30.1966,468.6,47.8,5645.0,0.817,15.604,297.64737,40.536461,Sun-like
5480,5103942,K01668.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.10176739,26.09,829.0,111.86,2.1267,601.7,28.8,6058.0,0.867,14.694,293.1416,40.262299,White
5481,5184709,K01670.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.384,10.57910009,2.03,929.0,175.79,1.4553,329.3,17.9,6323.0,1.093,14.572,291.12006,40.333988,White
5483,8678664,K01782.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,15.420409367,16.62,661.0,45.03,2.3707,14759.0,268.5,5468.0,0.88,15.596,287.2106,44.849129,Sun-like
5484,8832512,K01821.01,Kepler-963 b,CONFIRMED,CANDIDATE,1.0,9.97682072,2.85,802.0,97.85,3.4873,966.8,31.3,5500.0,0.928,14.943,296.75296,45.0411,Sun-like
5485,8892721,K01844.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,61.4913415,4.57,323.0,2.58,9.627,3692.4,70.5,4796.0,0.598,15.943,294.35666,45.192959,Orange
5486,7778664,K07849.01,Unnamed,CANDIDATE,CANDIDATE,0.921,5.0263815,0.84,1065.0,305.12,4.384,77.2,8.5,5783.0,0.962,14.877,299.14664,43.459831,Sun-like
5487,9042357,K01993.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,16.00351679,18.01,586.0,27.83,4.001,668.3,29.9,5283.0,0.695,14.733,297.91864,45.347061,Sun-like
5489,10481045,K02320.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.03743942,0.82,1299.0,673.94,3.103,112.5,16.0,5751.0,0.774,15.047,295.841,47.681889,Sun-like
5490,8107034,K02322.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,332.74984,2.55,302.0,1.97,14.77,518.1,8.7,6372.0,1.112,15.487,295.03903,43.95454,White
5492,8582291,K02330.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.001,2.4681015,1.22,1244.0,564.74,2.83,172.8,22.1,5516.0,0.872,14.874,298.84979,44.615009,Sun-like
5494,7967861,K02349.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,215.15218,1.36,287.0,1.61,19.97,264.2,6.7,5914.0,0.828,15.075,294.53214,43.75441,Sun-like
5495,8179325,K02359.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.17275711,1.27,966.0,206.07,5.404,313.2,30.1,5058.0,0.739,15.936,296.28696,44.022671,Orange
5496,5211199,K02158.02,Unnamed,CANDIDATE,CANDIDATE,1.0,6.68231249,2.09,1350.0,784.74,3.251,48.7,12.3,5343.0,2.506,13.052,297.65143,40.352551,Sun-like
5498,9412445,K03970.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.18670759,0.95,477.0,12.29,7.498,261.2,35.5,3995.0,0.555,14.651,295.11502,45.96648,Orange
5499,7866914,K03971.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,365.994154,2.87,263.0,1.14,13.071,698.5,23.8,6074.0,0.965,14.05,279.85272,43.664459,White
5501,5271608,K01673.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.009,2.49047468,1.53,1413.0,940.43,2.2003,222.2,20.7,6067.0,0.997,15.429,290.73367,40.43116,White
5502,5357470,K01674.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17257963,13.55,1518.0,1254.52,1.5794,335.5,27.1,6038.0,0.971,14.845,290.2442,40.559269,White
5504,5527172,K01678.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.084,3.183961388,37.22,1615.0,1608.01,3.7875,39268.0,339.2,5716.0,1.76,12.678,289.81805,40.723919,Sun-like
5507,9468717,K01954.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,7.37339245,13.73,1098.0,344.18,2.883,125.0,36.6,6484.0,1.093,12.197,293.38184,46.098701,White
5508,9528420,K01742.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.234,4.70847097,19.58,1202.0,493.0,6.0503,32622.0,607.2,6214.0,1.061,14.417,292.65988,46.159538,White
5509,7834712,K07850.01,Unnamed,CANDIDATE,CANDIDATE,0.966,66.119119,3.0,452.0,9.89,3.086,862.0,9.8,5828.0,1.028,15.978,295.79788,43.570389,Sun-like
5510,9574614,K01745.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.982090079,29.95,1568.0,1426.18,1.44892,5396.7,304.1,5472.0,0.742,15.933,284.9671,46.27626,Sun-like
5511,9674608,K01795.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.972047661,24.74,881.0,142.01,1.198,5945.0,20.0,4491.0,0.711,15.772,300.41727,46.335991,Orange
5512,8495415,K02362.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.003,2.237180102,1.75,1134.0,390.02,1.4734,493.8,23.3,5080.0,0.793,15.938,291.88126,44.555729,Orange
5513,10341905,K02391.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93374232,18.29,1638.0,1706.25,6.552,351.4,49.1,5553.0,0.806,15.239,292.77484,47.451099,Sun-like
5516,9850957,K02446.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,8.48031302,2.74,1510.0,1229.56,5.988,107.0,20.2,6541.0,2.43,13.124,298.74857,46.68047,White
5518,8189801,K02480.01,Unnamed,CANDIDATE,CANDIDATE,1.0,0.66682654,1.49,1183.0,461.55,0.7847,511.6,33.4,3993.0,0.554,15.745,298.92639,44.00219,Orange
5521,9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,0.99,364.751562,2.89,166.0,0.18,13.057,1481.5,25.5,4386.0,0.63,15.188,291.58517,45.71579,Orange
5522,4544571,K03976.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.189098506,29.7,1288.0,651.22,5.1498,2533.7,194.9,5681.0,0.859,15.753,285.87671,39.685951,Sun-like
5525,6312534,K01689.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.507761203,31.77,1301.0,675.11,3.096,2773.7,153.1,5069.0,0.818,15.583,298.88397,41.662079,Orange
5526,6470917,K01690.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.006,1.506019633,1.08,1628.0,1660.03,2.408,136.9,18.8,6065.0,0.896,15.005,299.10248,41.887459,White
5528,6611330,K01691.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,35.14578122,32.5,480.0,12.6,2.253,6789.4,86.8,5437.0,0.783,15.838,293.33807,42.016312,Sun-like
5529,6699368,K01694.01,Unnamed,CANDIDATE,CANDIDATE,0.874,3.690317047,20.23,1280.0,634.09,1.3784,465.5,43.0,6120.0,1.054,14.336,294.01492,42.139191,White
5530,9886255,K01846.01,Kepler-976 b,CONFIRMED,CANDIDATE,1.0,105.9566815,3.79,324.0,2.59,6.9988,2286.4,51.8,5327.0,0.8,15.795,289.86963,46.72971,Sun-like
5531,9973855,K01966.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.002,2.95600563,0.81,1211.0,509.55,2.6717,76.1,35.5,5668.0,0.916,12.58,299.77972,46.890469,Sun-like
5532,10019399,K01796.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,11.805707539,18.48,1153.0,417.85,2.0494,2052.1,124.9,6065.0,1.891,12.829,294.91611,46.944977,White
5533,7841368,K07851.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,25.3710555,1.43,779.0,87.17,3.739,78.6,8.3,6029.0,1.494,13.78,297.58942,43.516178,White
5536,10092312,K01823.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,4.468456599,24.81,1081.0,321.94,1.4195,906.7,39.1,5869.0,0.942,13.954,297.78775,47.098331,Sun-like
5540,6525185,K02568.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.71030803,1.32,1449.0,1039.18,2.718,216.0,21.0,5790.0,0.9,15.862,292.71548,41.943562,Sun-like
5541,10812504,K02570.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,79.9201319,1.81,217.0,0.53,4.482,1326.8,21.9,3812.0,0.476,15.577,297.29269,48.11438,Orange
5542,8107115,K02575.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,199.3113,1.64,278.0,1.42,6.43,383.6,6.5,5662.0,0.789,15.37,295.06677,43.98209,Sun-like
5543,10663411,K02584.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,157.82131,1.59,377.0,4.75,12.42,192.3,6.9,6082.0,1.147,14.856,290.98767,47.976639,White
5544,10090219,K03978.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.28612573,22.63,1433.0,993.96,12.408,301.6,45.3,6063.0,1.012,15.116,297.21194,47.027802,White
5545,9205938,K02162.02,Unnamed,CANDIDATE,CANDIDATE,0.92,199.66876,1.45,305.0,2.06,8.996,251.9,13.9,5678.0,0.921,14.033,285.69199,45.689388,Sun-like
5550,6803855,K01695.01,Kepler-930 b,CONFIRMED,CANDIDATE,0.99,71.4523167,2.19,561.0,23.44,6.276,216.9,16.6,6148.0,1.488,13.781,298.31445,42.24744,White
5552,6891637,K01697.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.752553762,1.06,933.0,178.74,3.877,414.7,32.5,4408.0,0.529,15.828,298.8222,42.394642,Orange
5553,6975615,K01698.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.065351521,1.03,1196.0,485.51,2.661,173.2,25.3,5266.0,0.749,14.788,298.49808,42.466412,Sun-like
5555,10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.0,1.06378861,1.61,1650.0,1761.19,1.072,251.5,21.5,5265.0,1.002,14.229,296.34103,47.17086,Sun-like
5557,10294613,K01896.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.854493861,29.39,1291.0,657.94,4.2367,1287.3,108.2,5431.0,0.843,14.898,298.73807,47.381741,Sun-like
5558,10491044,K01763.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.1990638,1.33,1087.0,330.97,3.197,344.8,19.3,5003.0,0.707,15.957,298.77988,47.66095,Orange
5561,6525193,K02653.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.710279417,1.57,1524.0,1272.5,2.252,228.8,19.9,5834.0,1.023,15.795,292.71729,41.901218,Sun-like
5562,6866251,K02661.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.371,65.238281,5.18,734.0,68.49,5.756,197.2,10.3,5254.0,3.761,11.479,292.74707,42.379929,Sun-like
5564,7762723,K02663.01,Unnamed,CANDIDATE,CANDIDATE,1.0,9.88736642,0.68,768.0,82.32,4.23,68.0,14.6,5693.0,0.816,13.461,294.99725,43.435921,Sun-like
5565,4178606,K02728.01,Kepler-1326 b,CONFIRMED,CANDIDATE,0.999,42.3520039,6.3,938.0,182.91,7.773,512.6,30.5,6864.0,2.632,12.852,296.22214,39.268959,White
5566,5980208,K02742.01,Kepler-1331 b,CONFIRMED,CANDIDATE,1.0,0.789160884,0.91,1244.0,564.46,0.9268,215.1,23.6,4258.0,0.622,15.031,297.07379,41.22448,Orange
5567,5303557,K03982.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.399081606,40.6,1360.0,810.78,4.384,6071.6,89.9,5780.0,1.0,16.494,298.57697,40.490395,Sun-like
5568,10227863,K03983.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.14072621,19.28,1076.0,317.19,27.24,145.6,44.5,5751.0,1.035,13.753,298.55258,47.247318,Sun-like
5571,9602562,K03985.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.55653637,1.7,1272.0,619.57,8.7,202.5,23.1,5950.0,1.114,14.377,297.1322,46.256489,Sun-like
5572,10668665,K03986.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,9.60853601,31.99,984.0,221.77,3.672,584.4,19.3,6377.0,1.158,15.974,293.09589,47.996578,White
5574,7380829,K01703.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.17463577,9.32,1296.0,667.65,10.988,405.9,83.1,5999.0,0.996,14.934,296.74991,42.952358,Sun-like
5576,7768952,K01709.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,22.4685309,20.05,1040.0,276.85,3.034,242.3,21.3,5461.0,3.301,13.301,296.80951,43.450851,Sun-like
5577,8162790,K01712.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.16104834,2.72,800.0,96.98,3.0448,908.9,36.8,5636.0,0.913,15.047,290.73578,44.090488,Sun-like
5578,9655129,K01714.01,Unnamed,CANDIDATE,CANDIDATE,0.554,2.743978797,38.11,1136.0,392.49,6.442,39994.0,56.5,5334.0,0.81,13.805,294.24811,46.374008,Sun-like
5580,10917681,K01963.01,Unnamed,CANDIDATE,CANDIDATE,1.0,12.89623554,2.55,783.0,89.02,2.625,426.6,32.9,6072.0,0.923,14.107,290.60745,48.357182,White
5581,7882360,K07853.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,364.14397,2.2,259.0,1.06,15.37,513.5,9.3,6039.0,0.951,15.508,288.59802,43.681469,White
5583,11187436,K01804.01,Kepler-957 b,CONFIRMED,CANDIDATE,1.0,5.90741476,5.1,769.0,82.73,1.016,5569.0,7.2,4963.0,0.69,15.625,290.15634,48.818989,Orange
5584,11285136,K01774.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.448,2.368173896,10.92,1428.0,983.51,2.346,10143.0,52.9,5944.0,0.991,15.533,284.86145,49.026989,Sun-like
5585,11298815,K02015.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.73865933,1.84,535.0,19.33,4.051,688.6,40.1,3841.0,0.509,15.51,292.8053,49.040459,Orange
5587,9823519,K02793.01,Kepler-1350 b,CONFIRMED,CANDIDATE,1.0,4.49686066,1.93,535.0,19.34,1.7306,1932.5,37.0,3698.0,0.444,16.283,288.25058,46.679611,Red Dwarf
5589,7047824,K02806.01,Kepler-1353 b,CONFIRMED,CANDIDATE,1.0,24.7543849,2.1,491.0,13.7,3.39,593.3,18.0,4852.0,0.804,15.514,295.73535,42.576248,Orange
5593,5385491,K03988.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.425484,1.55,773.0,84.37,28.0218,117.2,43.0,5478.0,1.017,13.585,297.59946,40.55901,Sun-like
5594,11358389,K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,1.0,17.7838298,1.6,729.0,66.87,3.997,247.1,18.7,6014.0,1.021,14.651,295.62659,49.130428,White
5596,6421503,K03990.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.15839583,14.28,1103.0,350.53,8.09,352.2,38.9,5272.0,0.662,15.239,283.0527,41.859711,Sun-like
5597,7538434,K07841.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,371.1495,2.07,245.0,0.85,15.855,597.3,11.5,5988.0,0.836,15.342,294.80182,43.13324,Sun-like
5598,10487119,K01635.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.374684854,49.25,1163.0,432.73,4.48335,80917.0,658.3,5754.0,0.943,15.746,297.66129,47.62394,Sun-like
5599,10621666,K01636.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.61841046,1.12,1245.0,567.24,3.304,180.2,24.8,5912.0,0.82,14.598,299.06693,47.895191,Sun-like
